"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_4666","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_AD3011_group","NA"
"ASV_4667","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","NA"
"ASV_4668","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia","NA"
"ASV_4669","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae_UCG-004","NA"
"ASV_4670","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","NA","NA"
"ASV_4671","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","NA"
"ASV_4672","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Campylobacteraceae","Campylobacter","concisus"
"ASV_4673","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-004","NA"
"ASV_4674","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pseudocitrobacter","NA"
"ASV_4675","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4676","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto_1","NA"
"ASV_4677","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4678","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4679","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4680","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_1","NA"
"ASV_4681","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-004","NA"
"ASV_4682","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","NA"
"ASV_4683","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4684","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","CAG-56","NA"
"ASV_4685","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4686","Bacteria","Firmicutes","Clostridia","Clostridiales","NA","NA","NA"
"ASV_4687","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4688","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","NA"
"ASV_4689","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4690","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4691","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_4692","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4693","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_4694","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus","NA"
"ASV_4695","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4696","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","NA"
"ASV_4697","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","GCA-900066575","NA"
"ASV_4698","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Terrisporobacter","NA"
"ASV_4699","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group","NA"
"ASV_4700","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","NA"
"ASV_4701","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4702","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4703","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-004","NA"
"ASV_4704","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_4705","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Sutterella","NA"
"ASV_4706","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","CAG-56","NA"
"ASV_4707","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pseudocitrobacter","NA"
"ASV_4708","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5","NA"
"ASV_4709","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4710","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASV_4711","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","NA"
"ASV_4712","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_4713","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus_3","NA"
"ASV_4714","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4715","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4716","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","NA"
"ASV_4717","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4718","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group","NA"
"ASV_4719","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Negativibacillus","NA"
"ASV_4720","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","australis"
"ASV_4721","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","NA"
"ASV_4722","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4723","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","NA"
"ASV_4724","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_4725","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","NA"
"ASV_4726","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","NA"
"ASV_4727","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4728","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4729","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_ND3007_group","NA"
"ASV_4730","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptococcaceae","Peptococcus","NA"
"ASV_4731","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_4732","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4733","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4734","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4735","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group","NA"
"ASV_4736","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","NA"
"ASV_4737","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4738","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","NA"
"ASV_4739","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Hungatella","NA"
"ASV_4740","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","NA"
"ASV_4741","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4742","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","NA"
"ASV_4743","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia","NA"
"ASV_4744","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_4745","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Oscillospira","NA"
"ASV_4746","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","NA"
"ASV_4747","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","CAG-56","NA"
"ASV_4748","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","NA"
"ASV_4749","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","NA"
"ASV_4750","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_4751","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4752","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_4753","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4754","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","NA"
"ASV_4755","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_4756","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4757","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4758","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","NA"
"ASV_4759","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_4760","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_4761","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis","NA","NA"
"ASV_4762","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","NA"
"ASV_4763","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group","NA"
"ASV_4764","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","NA"
"ASV_4765","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Atopobiaceae","Atopobium","rimae"
"ASV_4766","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9","NA"
"ASV_4767","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-004","NA"
"ASV_4768","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4769","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4770","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia","NA"
"ASV_4771","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_4772","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Granulicatella","NA"
"ASV_4773","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Solobacterium","NA"
"ASV_4774","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4775","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_4776","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_4777","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Phocea","NA"
"ASV_4778","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group","NA"
"ASV_4779","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","NA"
"ASV_4780","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4781","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","parvula"
"ASV_4782","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","NA"
"ASV_4783","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","NA"
"ASV_4784","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_4785","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XI","Ezakiella","NA"
"ASV_4786","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Sutterella","NA"
"ASV_4787","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_4788","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","NA"
"ASV_4789","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4790","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-002","NA"
"ASV_4791","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9","NA"
"ASV_4792","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group","NA"
"ASV_4793","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_4794","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4795","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","NA"
"ASV_4796","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","NA"
"ASV_4797","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-004","NA"
"ASV_4798","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Dialister","NA"
"ASV_4799","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4800","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4801","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4802","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4803","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4804","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4805","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Agathobacter","NA"
"ASV_4806","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4807","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4808","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus","NA"
"ASV_4809","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group","NA"
"ASV_4810","Bacteria","Firmicutes","Clostridia","Clostridiales","NA","NA","NA"
"ASV_4811","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA"
"ASV_4812","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4813","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4814","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4815","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","NA"
"ASV_4816","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4817","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","NA"
"ASV_4818","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","NA"
"ASV_4819","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","NA"
"ASV_4820","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4821","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4822","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-004","NA"
"ASV_4823","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4824","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","NA","NA"
"ASV_4825","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Acetanaerobacterium","NA"
"ASV_4826","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","NA"
"ASV_4827","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9","NA"
"ASV_4828","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Butyricicoccus","NA"
"ASV_4829","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group","NA"
"ASV_4830","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group","NA"
"ASV_4831","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-005","NA"
"ASV_4832","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group","NA"
"ASV_4833","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4834","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASV_4835","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4836","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","NA"
"ASV_4837","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_AD3011_group","NA"
"ASV_4838","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnoclostridium","NA"
"ASV_4839","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","NA","NA"
"ASV_4840","Bacteria","Actinobacteria","Coriobacteriia","Coriobacteriales","Eggerthellaceae","Senegalimassilia","NA"
"ASV_4841","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","NA"
"ASV_4842","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Marvinbryantia","NA"
"ASV_4843","Bacteria","Firmicutes","Bacilli","Bacillales","Family_XI","Gemella","NA"
"ASV_4844","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4845","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4846","Bacteria","Firmicutes","Clostridia","Clostridiales","NA","NA","NA"
"ASV_4847","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4848","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","NA","NA"
"ASV_4849","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4850","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4851","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","NA","NA"
"ASV_4852","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4853","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Allisonella","NA"
"ASV_4854","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Dorea","NA"
"ASV_4855","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","NA","NA"
"ASV_4856","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","NA"
"ASV_4857","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4858","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Anaerostipes","NA"
"ASV_4859","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4860","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Allisonella","NA"
"ASV_4861","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-013","NA"
"ASV_4862","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","NA"
"ASV_4863","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-004","NA"
"ASV_4864","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4865","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4866","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Flavonifractor","NA"
"ASV_4867","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4868","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Faecalitalea","NA"
"ASV_4869","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_5","NA"
"ASV_4870","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_NK4A214_group","NA"
"ASV_4871","Bacteria","Firmicutes","Clostridia","Clostridiales","NA","NA","NA"
"ASV_4872","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASV_4873","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4874","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Tyzzerella","NA"
"ASV_4875","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_4876","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4877","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiales_vadinBB60_group","NA","NA"
"ASV_4878","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group","NA"
"ASV_4879","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-009","NA"
"ASV_4880","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Marinifilaceae","Butyricimonas","NA"
"ASV_4881","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_4882","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","NA","NA"
"ASV_4883","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","NA"
"ASV_4884","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminiclostridium_9","NA"
"ASV_4885","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-004","NA"
"ASV_4886","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_4887","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella_7","NA"
"ASV_4888","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_AD3011_group","NA"
"ASV_4889","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","NA","NA"
"ASV_4890","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Faecalibacterium","NA"
"ASV_4891","Bacteria","Firmicutes","Clostridia","Clostridiales","Family_XIII","Family_XIII_AD3011_group","NA"
"ASV_4892","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Veillonella","NA"
"ASV_4893","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Holdemania","NA"
"ASV_4894","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","NA"
"ASV_4895","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","nanceiensis"
"ASV_4896","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Subdoligranulum","NA"
"ASV_4897","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_NK4A136_group","NA"
"ASV_4898","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospira","NA"
"ASV_4899","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Megasphaera","NA"
"ASV_4900","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Alloprevotella","NA"
"ASV_4901","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Roseburia","NA"
"ASV_4902","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","NA"
"ASV_4903","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Acidaminococcaceae","Acidaminococcus","NA"
"ASV_4904","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Comamonas","kerstersii"
"ASV_4905","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcaceae_UCG-010","NA"
"ASV_4906","Bacteria","Firmicutes","Clostridia","Clostridiales","Christensenellaceae","Christensenellaceae_R-7_group","NA"
"ASV_4907","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_UCG-001","NA"
"ASV_4908","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella","coli"
"ASV_4909","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Lachnospiraceae_FCS020_group","NA"
"ASV_4910","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Ruminococcus_2","NA"
